VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
1,1675094421000000,1675095064000000,1.0,1.3,1.0,N,170,230,2,11.4,5.0,0.5,0.0,0.0,1.0,17.9,2.5,0.0
1,1675096582000000,1675097107000000,0.0,1.5,1.0,N,249,164,1,10.0,5.0,0.5,2.5,0.0,1.0,19.0,2.5,0.0
1,1675097979000000,1675098778000000,0.0,2.4,1.0,N,161,262,1,13.5,5.0,0.5,4.0,0.0,1.0,24.0,2.5,0.0
2,1675095055000000,1675095755000000,2.0,1.48,1.0,N,233,230,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,1675096939000000,1675099728000000,2.0,15.77,2.0,N,170,132,1,70.0,5.0,0.5,17.11,6.55,1.0,102.66,2.5,0.0
2,1675097061000000,1675097440000000,1.0,0.75,1.0,N,41,41,1,7.2,2.5,0.5,1.0,0.0,1.0,12.2,0.0,0.0
2,1675096503000000,1675096828000000,1.0,0.98,1.0,N,237,236,1,7.2,2.5,0.5,1.0,0.0,1.0,14.7,2.5,0.0
2,1675098174000000,1675099931000000,1.0,4.32,1.0,N,43,211,1,27.5,2.5,0.5,3.4,0.0,1.0,37.4,2.5,0.0
1,1675095445000000,1675095942000000,1.0,0.7,1.0,N,100,230,1,8.6,5.0,0.5,1.0,0.0,1.0,16.1,2.5,0.0
1,1675096063000000,1675096551000000,1.0,1.4,1.0,N,230,246,1,10.0,5.0,0.5,3.3,0.0,1.0,19.8,2.5,0.0
1,1675097501000000,1675098196000000,3.0,1.4,1.0,N,246,90,1,12.1,5.0,0.5,3.7,0.0,1.0,22.3,2.5,0.0
2,1675096131000000,1675096877000000,1.0,1.12,1.0,N,170,229,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,1675095110000000,1675096088000000,1.0,1.99,1.0,N,100,142,1,15.6,2.5,0.5,4.42,0.0,1.0,26.52,2.5,0.0
2,1675097432000000,1675097922000000,1.0,1.24,1.0,N,237,263,2,10.0,2.5,0.5,0.0,0.0,1.0,16.5,2.5,0.0
2,1675097863000000,1675098328000000,1.0,0.83,1.0,N,236,141,1,8.6,2.5,0.5,1.0,0.0,1.0,16.1,2.5,0.0
2,1675096276000000,1675097852000000,1.0,8.37,1.0,N,141,231,1,36.6,2.5,0.5,10.78,0.0,1.0,53.88,2.5,0.0
1,1675094687000000,1675095550000000,1.0,2.3,1.0,N,50,90,1,15.6,5.0,0.5,4.4,0.0,1.0,26.5,2.5,0.0
1,1675096632000000,1675096847000000,1.0,0.8,1.0,N,246,246,1,6.5,5.0,0.5,3.25,0.0,1.0,16.25,2.5,0.0
1,1675097602000000,1675099974000000,1.0,3.5,1.0,N,246,87,2,23.3,5.0,0.5,0.0,0.0,1.0,29.8,2.5,0.0
2,1675095440000000,1675095635000000,1.0,0.39,1.0,N,162,163,1,5.1,2.5,0.5,2.32,0.0,1.0,13.92,2.5,0.0
2,1675096559000000,1675097919000000,1.0,2.39,1.0,N,162,262,1,20.5,2.5,0.5,5.4,0.0,1.0,32.4,2.5,0.0
1,1675095399000000,1675095399000000,0.0,0.0,1.0,Y,43,264,2,21.2,5.0,0.5,0.0,0.0,1.0,27.7,2.5,0.0
2,1675096582000000,1675097546000000,1.0,2.97,1.0,N,144,48,2,17.7,2.5,0.5,0.0,0.0,1.0,24.2,2.5,0.0
1,1675095795000000,1675096243000000,1.0,0.8,1.0,N,230,48,1,8.6,5.0,0.5,3.0,0.0,1.0,18.1,2.5,0.0
1,1675096762000000,1675098244000000,3.0,4.0,1.0,N,230,232,1,25.4,5.0,0.5,6.35,0.0,1.0,38.25,2.5,0.0
2,1675097648000000,1675097957000000,1.0,1.07,1.0,N,239,142,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
2,1675098252000000,1675099442000000,1.0,3.34,1.0,N,142,249,1,19.1,2.5,0.5,2.56,0.0,1.0,28.16,2.5,0.0
1,1675097128000000,1675100599000000,1.0,0.0,99.0,N,85,139,1,38.5,0.0,0.5,0.0,0.0,1.0,40.0,0.0,0.0
2,1675097853000000,1675100532000000,1.0,11.05,1.0,N,138,163,1,51.3,7.5,0.5,14.12,6.55,1.0,84.72,2.5,1.25
2,1675096160000000,1675096599000000,1.0,0.97,1.0,N,186,50,1,8.6,2.5,0.5,1.0,0.0,1.0,16.1,2.5,0.0
2,1675097384000000,1675097593000000,1.0,0.24,1.0,N,164,230,3,-5.1,-2.5,-0.5,0.0,0.0,-1.0,-11.6,-2.5,0.0
2,1675097384000000,1675097593000000,1.0,0.24,1.0,N,164,230,3,5.1,2.5,0.5,0.0,0.0,1.0,11.6,2.5,0.0
2,1675094793000000,1675095810000000,1.0,3.03,1.0,N,158,87,1,18.4,2.5,0.5,4.98,0.0,1.0,29.88,2.5,0.0
2,1675097293000000,1675097911000000,1.0,1.42,1.0,N,90,246,1,11.4,2.5,0.5,5.37,0.0,1.0,23.27,2.5,0.0
1,1675095648000000,1675098470000000,1.0,19.8,2.0,N,132,125,1,70.0,7.5,0.5,10.0,8.75,1.0,97.75,2.5,0.0
2,1675097831000000,1675099220000000,1.0,11.06,1.0,N,132,92,1,45.0,2.5,0.5,2.0,0.0,1.0,52.25,0.0,1.25
2,1675095823000000,1675096339000000,1.0,0.75,1.0,N,68,230,2,8.6,2.5,0.5,0.0,0.0,1.0,15.1,2.5,0.0
2,1675096740000000,1675097360000000,1.0,1.62,1.0,N,100,158,1,11.4,2.5,0.5,3.58,0.0,1.0,21.48,2.5,0.0
2,1675097176000000,1675099108000000,1.0,11.69,1.0,N,142,138,1,49.2,7.5,0.5,13.45,6.55,1.0,80.7,2.5,0.0
1,1675096827000000,1675097421000000,1.0,2.4,1.0,N,48,151,1,12.8,5.0,0.5,3.85,0.0,1.0,23.15,2.5,0.0
2,1675095106000000,1675095539000000,1.0,1.37,1.0,N,246,158,2,9.3,2.5,0.5,0.0,0.0,1.0,15.8,2.5,0.0
2,1675097455000000,1675098374000000,1.0,2.98,1.0,N,236,234,1,17.7,2.5,0.5,4.84,0.0,1.0,29.04,2.5,0.0
2,1675094486000000,1675095229000000,1.0,2.24,2.0,N,145,162,2,70.0,5.0,0.5,0.0,6.55,1.0,86.8,2.5,1.25
2,1675095503000000,1675096452000000,1.0,2.56,1.0,N,143,68,1,17.0,2.5,0.5,5.88,0.0,1.0,29.38,2.5,0.0
2,1675095794000000,1675096307000000,1.0,1.06,1.0,N,230,186,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
2,1675097123000000,1675098410000000,1.0,3.0,1.0,N,161,262,2,21.2,2.5,0.5,0.0,0.0,1.0,27.7,2.5,0.0
2,1675094711000000,1675094927000000,1.0,0.64,1.0,N,230,186,2,5.8,2.5,0.5,0.0,0.0,1.0,12.3,2.5,0.0
2,1675095728000000,1675096613000000,1.0,2.11,1.0,N,230,239,1,14.9,2.5,0.5,4.28,0.0,1.0,25.68,2.5,0.0
2,1675097958000000,1675098524000000,1.0,1.59,1.0,N,68,170,2,11.4,2.5,0.5,0.0,0.0,1.0,17.9,2.5,0.0
1,1675094684000000,1675094908000000,1.0,0.7,1.0,N,74,75,2,5.8,2.5,0.5,0.0,0.0,1.0,9.8,0.0,0.0
1,1675095450000000,1675095663000000,2.0,0.8,1.0,N,263,236,1,6.5,5.0,0.5,2.6,0.0,1.0,15.6,2.5,0.0
1,1675096095000000,1675096758000000,1.0,1.6,1.0,N,236,239,1,12.8,5.0,0.5,2.5,0.0,1.0,21.8,2.5,0.0
2,1675094991000000,1675095378000000,1.0,0.97,1.0,N,162,170,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675096323000000,1675097579000000,1.0,9.42,1.0,N,161,138,1,37.3,7.5,0.5,0.0,6.55,1.0,55.35,2.5,0.0
2,1675095292000000,1675096497000000,3.0,3.17,1.0,N,140,238,1,19.8,2.5,0.5,3.0,0.0,1.0,29.3,2.5,0.0
2,1675094555000000,1675095536000000,1.0,2.07,1.0,N,163,140,1,16.3,0.0,0.5,4.06,0.0,1.0,24.36,2.5,0.0
2,1675096792000000,1675097456000000,1.0,1.55,1.0,N,239,237,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
1,1675096461000000,1675099128000000,1.0,17.5,2.0,N,132,161,1,70.0,8.75,0.5,21.7,6.55,1.0,108.5,2.5,1.25
1,1675094404000000,1675094450000000,1.0,0.0,5.0,N,263,263,4,28.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0
1,1675095299000000,1675096036000000,1.0,1.8,1.0,N,237,264,2,13.5,5.0,0.5,0.0,0.0,1.0,20.0,2.5,0.0
2,1675096536000000,1675096771000000,1.0,0.76,1.0,N,137,164,1,6.5,2.5,0.5,3.25,0.0,1.0,16.25,2.5,0.0
1,1675094548000000,1675094756000000,1.0,0.6,1.0,N,161,229,1,5.1,5.0,0.5,2.3,0.0,1.0,13.9,2.5,0.0
1,1675094954000000,1675096023000000,1.0,5.1,1.0,N,162,87,2,23.3,5.0,0.5,0.0,0.0,1.0,29.8,2.5,0.0
1,1675096735000000,1675097262000000,1.0,1.6,1.0,N,13,211,2,10.0,5.0,0.5,0.0,0.0,1.0,16.5,2.5,0.0
1,1675097533000000,1675098866000000,1.0,3.9,1.0,N,114,236,1,21.2,5.0,0.5,5.5,0.0,1.0,33.2,2.5,0.0
2,1675095580000000,1675097476000000,1.0,7.04,1.0,N,140,144,1,37.3,2.5,0.5,8.76,0.0,1.0,52.56,2.5,0.0
1,1675097854000000,1675098805000000,1.0,2.7,1.0,N,186,13,2,17.0,5.0,0.5,0.0,0.0,1.0,23.5,2.5,0.0
1,1675095651000000,1675096194000000,1.0,2.1,1.0,N,230,249,1,11.4,5.0,0.5,5.0,0.0,1.0,22.9,2.5,0.0
1,1675096387000000,1675096723000000,2.0,0.8,1.0,N,90,234,1,7.2,5.0,0.5,2.7,0.0,1.0,16.4,2.5,0.0
2,1675095107000000,1675096684000000,1.0,4.55,1.0,N,246,236,1,26.1,2.5,0.5,8.15,0.0,1.0,40.75,2.5,0.0
2,1675096867000000,1675097390000000,1.0,0.83,1.0,N,236,236,1,9.3,2.5,0.5,1.0,0.0,1.0,16.8,2.5,0.0
2,1675097836000000,1675098583000000,1.0,1.6,1.0,N,236,239,1,12.8,2.5,0.5,1.93,0.0,1.0,21.23,2.5,0.0
2,1675096485000000,1675097097000000,1.0,1.25,1.0,N,234,100,2,10.7,2.5,0.5,0.0,0.0,1.0,17.2,2.5,0.0
2,1675096365000000,1675098094000000,1.0,9.2,1.0,N,70,161,1,40.8,7.5,0.5,12.02,6.55,1.0,72.12,2.5,1.25
2,1675095551000000,1675099196000000,2.0,19.48,1.0,N,132,189,1,83.5,2.5,0.5,15.0,0.0,1.0,103.75,0.0,1.25
2,1675095643000000,1675096965000000,2.0,2.64,1.0,N,186,4,1,20.5,2.5,0.5,3.0,0.0,1.0,30.0,2.5,0.0
2,1675097065000000,1675098266000000,1.0,3.15,1.0,N,137,232,1,19.8,2.5,0.5,7.89,0.0,1.0,34.19,2.5,0.0
2,1675095985000000,1675098715000000,1.0,19.93,2.0,N,132,238,1,70.0,5.0,0.5,17.11,6.55,1.0,103.91,2.5,1.25
2,1675097718000000,1675098549000000,1.0,2.57,1.0,N,163,151,2,15.6,2.5,0.5,0.0,0.0,1.0,22.1,2.5,0.0
2,1675097865000000,1675099015000000,1.0,3.72,1.0,N,132,219,2,20.5,2.5,0.5,0.0,0.0,1.0,25.75,0.0,1.25
1,1675096954000000,1675097587000000,1.0,2.2,1.0,N,170,114,2,12.8,5.0,0.5,0.0,0.0,1.0,19.3,2.5,0.0
2,1675095560000000,1675096467000000,1.0,2.37,1.0,N,229,234,1,15.6,2.5,0.5,2.9,0.0,1.0,25.0,2.5,0.0
2,1675094524000000,1675095180000000,1.0,2.26,1.0,N,163,75,2,13.5,0.0,0.5,0.0,0.0,1.0,17.5,2.5,0.0
2,1675096063000000,1675096864000000,1.0,2.15,1.0,N,163,246,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,1675097253000000,1675097426000000,1.0,0.8,1.0,N,246,90,1,5.8,2.5,0.5,2.46,0.0,1.0,14.76,2.5,0.0
2,1675097907000000,1675098917000000,1.0,3.63,1.0,N,164,151,1,19.1,2.5,0.5,3.0,0.0,1.0,28.6,2.5,0.0
2,1675095002000000,1675095652000000,1.0,1.98,1.0,N,48,237,1,12.1,2.5,0.5,0.5,0.0,1.0,19.1,2.5,0.0
2,1675095761000000,1675096573000000,1.0,2.42,1.0,N,237,151,1,14.9,2.5,0.5,6.0,0.0,1.0,27.4,2.5,0.0
1,1675096293000000,1675097366000000,1.0,2.8,1.0,N,162,238,1,18.4,5.0,0.5,4.95,0.0,1.0,29.85,2.5,0.0
1,1675097641000000,1675099430000000,1.0,9.4,1.0,N,238,138,1,41.5,10.0,0.5,11.9,6.55,1.0,71.45,2.5,0.0
2,1675097239000000,1675097243000000,1.0,0.02,1.0,N,264,264,2,3.0,2.5,0.5,0.0,0.0,1.0,7.0,0.0,0.0
2,1675097343000000,1675097733000000,1.0,1.07,1.0,N,237,236,2,7.9,2.5,0.5,0.0,0.0,1.0,14.4,2.5,0.0
2,1675097990000000,1675100802000000,1.0,19.13,2.0,N,75,132,1,70.0,5.0,0.5,2.0,6.55,1.0,86.3,0.0,1.25
2,1675095466000000,1675096080000000,1.0,0.79,1.0,N,237,237,1,10.0,2.5,0.5,4.95,0.0,1.0,21.45,2.5,0.0
2,1675097505000000,1675097953000000,1.0,1.17,1.0,N,113,144,1,9.3,2.5,0.5,3.16,0.0,1.0,18.96,2.5,0.0
2,1675096469000000,1675096842000000,1.0,1.79,1.0,N,142,151,1,9.3,2.5,0.5,3.16,0.0,1.0,18.96,2.5,0.0
2,1675097141000000,1675097856000000,1.0,2.54,1.0,N,151,48,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,1675097529000000,1675097780000000,1.0,0.62,1.0,N,125,231,1,5.8,2.5,0.5,2.46,0.0,1.0,14.76,2.5,0.0
2,1675094749000000,1675095525000000,1.0,2.29,1.0,N,237,75,2,14.2,2.5,0.5,0.0,0.0,1.0,20.7,2.5,0.0
2,1675095863000000,1675096325000000,2.0,1.26,1.0,N,75,41,1,9.3,2.5,0.5,0.0,0.0,1.0,13.3,0.0,0.0
2,1675097989000000,1675098973000000,1.0,4.35,1.0,N,141,232,2,23.3,2.5,0.5,0.0,0.0,1.0,29.8,2.5,0.0
2,1675096851000000,1675096857000000,1.0,0.0,1.0,N,193,193,3,-3.0,-2.5,-0.5,0.13,0.0,-1.0,-6.87,0.0,0.0
2,1675096851000000,1675096857000000,1.0,0.0,1.0,N,193,193,3,3.0,2.5,0.5,0.0,0.0,1.0,7.0,0.0,0.0
1,1675096700000000,1675098939000000,1.0,11.2,99.0,N,247,134,1,33.2,0.0,0.5,0.0,6.55,1.0,41.25,0.0,0.0
2,1675095061000000,1675095302000000,1.0,0.52,1.0,N,170,233,1,5.8,2.5,0.5,2.46,0.0,1.0,14.76,2.5,0.0
2,1675095702000000,1675096046000000,1.0,0.79,1.0,N,162,170,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
2,1675097535000000,1675098705000000,1.0,3.26,1.0,N,162,158,1,19.8,2.5,0.5,5.26,0.0,1.0,31.56,2.5,0.0
2,1675094416000000,1675095450000000,1.0,2.54,1.0,N,164,142,1,17.0,2.5,0.5,4.0,0.0,1.0,27.5,2.5,0.0
2,1675096963000000,1675097955000000,2.0,3.65,1.0,N,43,41,1,19.1,2.5,0.5,2.0,0.0,1.0,27.6,2.5,0.0
2,1675094430000000,1675094587000000,1.0,0.54,1.0,N,239,239,1,5.1,0.0,0.5,1.82,0.0,1.0,10.92,2.5,0.0
2,1675094726000000,1675094908000000,1.0,0.86,1.0,N,239,238,1,5.8,0.0,0.5,1.0,0.0,1.0,10.8,2.5,0.0
2,1675095181000000,1675095861000000,1.0,2.28,1.0,N,43,74,1,13.5,0.0,0.5,2.62,0.0,1.0,20.12,2.5,0.0
2,1675097044000000,1675097845000000,1.0,2.85,1.0,N,141,107,1,16.3,2.5,0.5,1.5,0.0,1.0,24.3,2.5,0.0
1,1675095470000000,1675096199000000,3.0,1.8,1.0,N,161,234,1,12.8,5.0,0.5,2.0,0.0,1.0,21.3,2.5,0.0
1,1675097069000000,1675098497000000,0.0,3.6,1.0,N,230,211,1,23.3,5.0,0.5,7.45,0.0,1.0,37.25,2.5,0.0
1,1675094894000000,1675095421000000,1.0,1.3,1.0,N,236,237,1,8.6,5.0,0.5,2.56,0.0,1.0,17.66,2.5,0.0
1,1675096213000000,1675096822000000,1.0,0.7,1.0,N,236,236,1,7.9,5.0,0.5,3.6,0.0,1.0,18.0,2.5,0.0
1,1675096988000000,1675097725000000,1.0,2.1,1.0,N,263,74,1,12.1,5.0,0.5,3.7,0.0,1.0,22.3,2.5,0.0
1,1675097934000000,1675098655000000,1.0,2.5,1.0,N,74,141,1,12.8,5.0,0.5,5.8,0.0,1.0,25.1,2.5,0.0
2,1675094613000000,1675094896000000,5.0,0.69,1.0,N,237,263,1,6.5,2.5,0.5,1.0,0.0,1.0,14.0,2.5,0.0
2,1675095233000000,1675095599000000,5.0,1.47,1.0,N,140,229,1,9.3,2.5,0.5,3.16,0.0,1.0,18.96,2.5,0.0
2,1675096311000000,1675098127000000,5.0,1.51,1.0,N,162,140,1,24.7,2.5,0.5,5.0,0.0,1.0,36.2,2.5,0.0
2,1675095029000000,1675095736000000,1.0,1.57,1.0,N,163,140,2,12.1,2.5,0.5,0.0,0.0,1.0,18.6,2.5,0.0
2,1675095894000000,1675096410000000,1.0,1.57,1.0,N,140,263,2,10.0,2.5,0.5,0.0,0.0,1.0,16.5,2.5,0.0
2,1675097360000000,1675097856000000,1.0,1.06,1.0,N,236,237,1,9.3,2.5,0.5,3.16,0.0,1.0,18.96,2.5,0.0
2,1675097985000000,1675098551000000,1.0,1.25,1.0,N,237,262,2,10.0,2.5,0.5,0.0,0.0,1.0,16.5,2.5,0.0
2,1675094992000000,1675095310000000,1.0,0.5,1.0,N,100,68,1,6.5,2.5,0.5,2.6,0.0,1.0,15.6,2.5,0.0
2,1675095365000000,1675096538000000,1.0,2.37,1.0,N,68,162,1,18.4,2.5,0.5,4.98,0.0,1.0,29.88,2.5,0.0
1,1675096965000000,1675097339000000,1.0,0.6,1.0,N,236,262,1,7.2,5.0,0.5,2.7,0.0,1.0,16.4,2.5,0.0
1,1675097748000000,1675098224000000,1.0,1.0,1.0,N,141,236,1,9.3,5.0,0.5,1.0,0.0,1.0,16.8,2.5,0.0
2,1675094879000000,1675095151000000,1.0,0.82,1.0,N,143,238,1,7.2,2.5,0.5,3.42,0.0,1.0,17.12,2.5,0.0
2,1675095484000000,1675096510000000,1.0,3.01,1.0,N,239,161,2,18.4,2.5,0.5,0.0,0.0,1.0,24.9,2.5,0.0
2,1675097014000000,1675097973000000,1.0,0.7,1.0,N,229,229,2,14.2,2.5,0.5,0.0,0.0,1.0,20.7,2.5,0.0
2,1675095687000000,1675096614000000,1.0,2.02,1.0,N,170,90,1,14.9,2.5,0.5,4.28,0.0,1.0,25.68,2.5,0.0
2,1675096488000000,1675097814000000,2.0,3.63,1.0,N,87,33,1,21.9,2.5,0.5,5.68,0.0,1.0,34.08,2.5,0.0
1,1675095832000000,1675096302000000,1.0,0.7,1.0,N,163,162,1,7.9,5.0,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675095733000000,1675096395000000,1.0,1.37,1.0,N,137,79,1,11.4,2.5,0.5,4.47,0.0,1.0,22.37,2.5,0.0
2,1675096944000000,1675099498000000,1.0,1.55,1.0,N,233,141,1,33.8,2.5,0.5,8.06,0.0,1.0,48.36,2.5,0.0
1,1675094564000000,1675095510000000,0.0,1.9,1.0,N,234,162,1,15.6,5.0,0.5,4.4,0.0,1.0,26.5,2.5,0.0
1,1675096063000000,1675096686000000,0.0,1.9,1.0,N,230,246,1,12.1,5.0,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,1675094796000000,1675095830000000,2.0,2.29,1.0,N,237,186,1,16.3,2.5,0.5,4.56,0.0,1.0,27.36,2.5,0.0
2,1675096380000000,1675096838000000,1.0,0.98,1.0,N,161,186,1,8.6,2.5,0.5,3.77,0.0,1.0,18.87,2.5,0.0
2,1675097757000000,1675098321000000,1.0,1.3,1.0,N,48,170,1,10.0,2.5,0.5,2.0,0.0,1.0,18.5,2.5,0.0
2,1675096836000000,1675097442000000,6.0,1.69,1.0,N,239,263,2,12.1,2.5,0.5,0.0,0.0,1.0,18.6,2.5,0.0
2,1675097966000000,1675098630000000,6.0,2.18,1.0,N,162,234,1,12.8,2.5,0.5,2.9,0.0,1.0,22.2,2.5,0.0
2,1675096121000000,1675097372000000,1.0,7.04,1.0,N,70,255,1,31.0,2.5,0.5,8.0,5.0,1.0,49.25,0.0,1.25
2,1675094944000000,1675095557000000,2.0,1.45,1.0,N,236,75,1,11.4,2.5,0.5,3.58,0.0,1.0,21.48,2.5,0.0
2,1675096511000000,1675096815000000,1.0,0.7,1.0,N,262,140,1,7.2,2.5,0.5,4.11,0.0,1.0,17.81,2.5,0.0
2,1675094718000000,1675095398000000,2.0,1.36,1.0,N,48,234,2,12.1,2.5,0.5,0.0,0.0,1.0,18.6,2.5,0.0
2,1675095546000000,1675095560000000,1.0,0.0,1.0,N,234,234,2,3.0,2.5,0.5,0.0,0.0,1.0,9.5,2.5,0.0
2,1675095600000000,1675099772000000,1.0,16.91,2.0,N,234,132,1,70.0,5.0,0.5,17.11,6.55,1.0,102.66,2.5,0.0
1,1675097409000000,1675097550000000,0.0,0.6,1.0,N,48,142,1,5.1,5.0,0.5,5.0,0.0,1.0,16.6,2.5,0.0
1,1675097834000000,1675098910000000,1.0,2.2,1.0,N,142,162,2,14.9,5.0,0.5,0.0,0.0,1.0,21.4,2.5,0.0
2,1675095107000000,1675095463000000,1.0,0.79,1.0,N,161,163,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
2,1675096314000000,1675097270000000,1.0,2.36,1.0,N,43,143,2,16.3,2.5,0.5,0.0,0.0,1.0,22.8,2.5,0.0
1,1675094527000000,1675095005000000,1.0,1.9,1.0,N,239,24,1,10.7,5.0,0.5,3.4,0.0,1.0,20.6,2.5,0.0
2,1675094855000000,1675096131000000,1.0,1.57,1.0,N,162,236,1,18.4,2.5,0.5,4.98,0.0,1.0,29.88,2.5,0.0
2,1675096304000000,1675097606000000,1.0,4.26,1.0,N,263,42,2,23.3,2.5,0.5,0.0,0.0,1.0,29.8,2.5,0.0
2,1675094450000000,1675095311000000,1.0,2.17,1.0,N,186,113,1,14.9,2.5,0.5,0.0,0.0,1.0,21.4,2.5,0.0
2,1675095721000000,1675095728000000,1.0,0.01,2.0,N,48,48,2,70.0,5.0,0.5,0.0,0.0,1.0,79.0,2.5,0.0
2,1675095750000000,1675096443000000,1.0,3.08,1.0,N,48,238,2,15.6,2.5,0.5,0.0,0.0,1.0,22.1,2.5,0.0
2,1675096513000000,1675096886000000,1.0,1.26,1.0,N,238,142,1,8.6,2.5,0.5,3.02,0.0,1.0,18.12,2.5,0.0
2,1675097368000000,1675097646000000,1.0,0.83,1.0,N,142,239,1,6.5,2.5,0.5,2.6,0.0,1.0,15.6,2.5,0.0
1,1675096083000000,1675096946000000,1.0,1.1,1.0,N,230,229,1,12.8,5.0,0.5,3.85,0.0,1.0,23.15,2.5,0.0
1,1675095758000000,1675096263000000,1.0,0.9,1.0,N,68,234,2,9.3,5.0,0.5,0.0,0.0,1.0,15.8,2.5,0.0
2,1675094258000000,1675097753000000,1.0,15.88,5.0,N,100,1,1,80.0,0.0,0.0,16.2,0.0,1.0,97.2,0.0,0.0
2,1675094540000000,1675095026000000,1.0,1.04,1.0,N,79,249,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
2,1675097800000000,1675097821000000,4.0,0.0,1.0,N,193,193,3,-3.0,-2.5,-0.5,0.0,0.0,-1.0,-7.0,0.0,0.0
2,1675097800000000,1675097821000000,4.0,0.0,1.0,N,193,193,3,3.0,2.5,0.5,0.0,0.0,1.0,7.0,0.0,0.0
1,1675097480000000,1675097945000000,1.0,1.2,1.0,N,211,68,2,7.9,5.0,0.5,0.0,0.0,1.0,14.4,2.5,0.0
1,1675095559000000,1675097056000000,1.0,4.2,1.0,N,137,75,2,24.7,5.0,0.5,0.0,0.0,1.0,31.2,2.5,0.0
2,1675095746000000,1675099651000000,1.0,17.73,2.0,N,161,132,1,70.0,5.0,0.5,0.0,6.55,1.0,85.55,2.5,0.0
2,1675095204000000,1675095248000000,1.0,0.22,1.0,N,264,138,2,3.7,5.0,0.5,0.0,0.0,1.0,11.45,0.0,1.25
2,1675095484000000,1675095929000000,1.0,0.97,1.0,N,234,170,1,8.6,2.5,0.5,3.02,0.0,1.0,18.12,2.5,0.0
2,1675097558000000,1675098274000000,2.0,1.56,1.0,N,186,162,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
1,1675095448000000,1675095694000000,1.0,0.7,1.0,Y,263,141,1,6.5,5.0,0.5,2.6,0.0,1.0,15.6,2.5,0.0
1,1675097077000000,1675097422000000,1.0,0.9,1.0,N,163,237,1,7.9,5.0,0.5,2.88,0.0,1.0,17.28,2.5,0.0
1,1675096874000000,1675097430000000,0.0,0.5,1.0,N,163,48,1,9.3,5.0,0.5,3.0,0.0,1.0,18.8,2.5,0.0
2,1675096445000000,1675096460000000,3.0,0.0,5.0,N,1,1,4,-100.0,0.0,0.0,0.0,0.0,-1.0,-101.0,0.0,0.0
2,1675096445000000,1675096460000000,3.0,0.0,5.0,N,1,265,4,100.0,0.0,0.0,0.0,0.0,1.0,101.0,0.0,0.0
2,1675095546000000,1675097832000000,1.0,2.58,1.0,N,107,140,1,31.7,2.5,0.5,1.0,0.0,1.0,39.2,2.5,0.0
2,1675095969000000,1675096186000000,1.0,0.4,1.0,N,137,164,1,5.1,2.5,0.5,1.8,0.0,1.0,13.4,2.5,0.0
2,1675096766000000,1675097434000000,1.0,1.47,1.0,N,170,229,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,1675096631000000,1675097376000000,1.0,1.92,1.0,N,107,148,2,13.5,2.5,0.5,0.0,0.0,1.0,20.0,2.5,0.0
2,1675096786000000,1675097110000000,1.0,0.92,1.0,N,100,90,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
2,1675095676000000,1675096450000000,1.0,1.84,1.0,N,161,236,1,12.8,2.5,0.5,1.0,0.0,1.0,20.3,2.5,0.0
2,1675095705000000,1675096461000000,1.0,2.35,1.0,N,75,166,1,14.2,0.0,0.5,2.0,0.0,1.0,17.7,0.0,0.0
2,1675096347000000,1675098741000000,1.0,11.48,1.0,N,138,158,1,52.0,7.5,0.5,6.0,0.0,1.0,70.75,2.5,1.25
1,1675096079000000,1675096485000000,1.0,0.8,1.0,N,161,164,1,7.9,5.0,0.5,2.85,0.0,1.0,17.25,2.5,0.0
1,1675097153000000,1675097714000000,1.0,1.1,1.0,N,161,48,1,10.0,5.0,0.5,3.3,0.0,1.0,19.8,2.5,0.0
1,1675094839000000,1675095167000000,1.0,0.9,1.0,N,263,263,1,7.2,5.0,0.5,1.0,0.0,1.0,14.7,2.5,0.0
1,1675097801000000,1675098046000000,1.0,1.0,1.0,N,263,140,2,6.5,5.0,0.5,0.0,0.0,1.0,13.0,2.5,0.0
