VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
1,1675095077000000,1675095689000000,3.0,1.2,1.0,N,236,237,1,10.0,5.0,0.5,3.3,0.0,1.0,19.8,2.5,0.0
1,1675094806000000,1675096714000000,1.0,6.6,1.0,N,263,68,1,37.3,5.0,0.5,8.76,0.0,1.0,52.56,2.5,0.0
1,1675097771000000,1675098589000000,1.0,2.3,1.0,N,161,263,1,15.6,5.0,0.5,4.42,0.0,1.0,26.52,2.5,0.0
1,1675097292000000,1675097410000000,1.0,0.3,1.0,N,236,236,1,4.4,5.0,0.5,2.15,0.0,1.0,13.05,2.5,0.0
2,1675094737000000,1675095398000000,1.0,2.1,1.0,N,163,238,1,13.5,2.5,0.5,6.0,0.0,1.0,26.0,2.5,0.0
2,1675095728000000,1675096060000000,1.0,1.1,1.0,N,239,236,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675096288000000,1675096621000000,2.0,0.98,1.0,N,236,262,2,7.9,2.5,0.5,0.0,0.0,1.0,14.4,2.5,0.0
2,1675096214000000,1675096587000000,1.0,1.02,1.0,N,137,79,1,7.9,0.0,0.5,0.0,0.0,1.0,11.9,2.5,0.0
2,1675096994000000,1675098936000000,1.0,3.36,1.0,N,137,263,1,28.2,2.5,0.5,1.5,0.0,1.0,36.2,2.5,0.0
2,1675095827000000,1675096256000000,6.0,0.9,1.0,N,142,230,2,7.9,2.5,0.5,0.0,0.0,1.0,14.4,2.5,0.0
1,1675095533000000,1675097690000000,1.0,18.3,2.0,N,132,262,1,70.0,8.75,0.5,20.0,6.55,1.0,106.8,2.5,1.25
2,1675095654000000,1675096183000000,1.0,1.38,1.0,N,236,237,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,1675096953000000,1675098663000000,1.0,4.14,1.0,N,140,249,1,28.9,2.5,0.5,7.08,0.0,1.0,42.48,2.5,0.0
2,1675096495000000,1675099887000000,3.0,16.56,2.0,N,107,132,1,70.0,5.0,0.5,17.11,6.55,1.0,102.66,2.5,0.0
2,1675095808000000,1675096191000000,1.0,1.32,1.0,N,231,249,1,8.6,2.5,0.5,1.0,0.0,1.0,16.1,2.5,0.0
2,1675097716000000,1675098608000000,1.0,2.5,1.0,N,231,234,1,16.3,2.5,0.5,1.14,0.0,1.0,23.94,2.5,0.0
2,1675095482000000,1675097125000000,1.0,9.74,1.0,N,138,230,1,40.8,7.5,0.5,11.77,6.55,1.0,71.87,2.5,1.25
2,1675097626000000,1675098123000000,1.0,0.9,1.0,N,161,100,2,9.3,2.5,0.5,0.0,0.0,1.0,15.8,2.5,0.0
2,1675095489000000,1675096115000000,1.0,1.15,1.0,N,161,142,1,10.7,2.5,0.5,3.44,0.0,1.0,20.64,2.5,0.0
2,1675094991000000,1675097344000000,3.0,9.12,1.0,N,138,166,1,45.0,7.5,0.5,9.27,6.55,1.0,71.07,0.0,1.25
2,1675097519000000,1675099892000000,1.0,6.44,1.0,N,264,65,1,38.7,2.5,0.5,9.04,0.0,1.0,54.24,2.5,0.0
2,1675095315000000,1675096347000000,1.0,1.82,1.0,N,162,142,1,15.6,2.5,0.5,5.52,0.0,1.0,27.62,2.5,0.0
2,1675095466000000,1675095509000000,1.0,0.04,2.0,N,239,239,1,70.0,5.0,0.5,17.11,6.55,1.0,102.66,2.5,0.0
2,1675096328000000,1675096624000000,2.0,0.83,1.0,N,50,163,1,6.5,2.5,0.5,5.0,0.0,1.0,18.0,2.5,0.0
2,1675094475000000,1675094903000000,1.0,1.09,1.0,N,236,140,1,8.6,0.0,0.5,1.26,0.0,1.0,13.86,2.5,0.0
2,1675095232000000,1675097844000000,1.0,7.12,1.0,N,140,33,1,43.6,2.5,0.5,10.02,0.0,1.0,60.12,2.5,0.0
2,1675096092000000,1675096882000000,1.0,2.0,1.0,N,68,230,1,13.5,2.5,0.5,5.0,0.0,1.0,25.0,2.5,0.0
2,1675097413000000,1675098115000000,1.0,1.84,1.0,N,161,236,1,12.8,2.5,0.5,2.0,0.0,1.0,21.3,2.5,0.0
1,1675097832000000,1675100267000000,1.0,17.0,2.0,N,132,164,1,70.0,8.75,0.5,17.35,6.55,1.0,104.15,2.5,1.25
2,1675095065000000,1675095786000000,1.0,2.12,1.0,N,236,161,1,13.5,2.5,0.5,4.0,0.0,1.0,24.0,2.5,0.0
2,1675095945000000,1675096399000000,1.0,1.5,1.0,N,161,234,1,10.0,2.5,0.5,2.5,0.0,1.0,19.0,2.5,0.0
2,1675096505000000,1675097405000000,1.0,2.5,1.0,N,234,246,1,16.3,2.5,0.5,6.84,0.0,1.0,29.64,2.5,0.0
2,1675097956000000,1675098129000000,2.0,0.52,1.0,N,239,238,1,5.1,2.5,0.5,1.0,0.0,1.0,12.6,2.5,0.0
2,1675095203000000,1675095742000000,1.0,1.2,1.0,N,43,163,2,9.3,2.5,0.5,0.0,0.0,1.0,15.8,2.5,0.0
2,1675096021000000,1675097377000000,1.0,4.15,1.0,N,161,112,1,24.0,2.5,0.5,4.0,0.0,1.0,34.5,2.5,0.0
2,1675097632000000,1675097981000000,1.0,0.88,1.0,N,164,161,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
2,1675096508000000,1675097340000000,1.0,2.05,1.0,N,43,230,2,14.9,2.5,0.5,0.0,0.0,1.0,21.4,2.5,0.0
2,1675095009000000,1675095552000000,3.0,1.6,1.0,N,68,249,2,10.7,2.5,0.5,0.0,0.0,1.0,17.2,2.5,0.0
2,1675095734000000,1675096296000000,1.0,1.75,1.0,N,249,100,1,11.4,2.5,0.5,0.5,0.0,1.0,18.4,2.5,0.0
2,1675096429000000,1675096757000000,1.0,1.11,1.0,N,107,79,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675097490000000,1675098698000000,1.0,5.93,1.0,N,170,231,1,26.8,2.5,0.5,8.32,0.0,1.0,41.62,2.5,0.0
1,1675094716000000,1675095255000000,1.0,2.1,1.0,N,68,143,1,11.4,5.0,0.5,3.55,0.0,1.0,21.45,2.5,0.0
1,1675097344000000,1675098016000000,1.0,1.4,1.0,N,237,236,2,10.0,5.0,0.5,0.0,0.0,1.0,16.5,2.5,0.0
2,1675094854000000,1675095872000000,1.0,1.94,1.0,N,158,113,2,16.3,2.5,0.5,0.0,0.0,1.0,22.8,2.5,0.0
2,1675097402000000,1675097769000000,1.0,1.01,1.0,N,231,13,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675095037000000,1675095850000000,1.0,2.65,1.0,N,211,230,2,14.9,2.5,0.5,0.0,0.0,1.0,21.4,2.5,0.0
2,1675096230000000,1675096282000000,2.0,0.27,1.0,N,48,50,1,3.7,2.5,0.5,3.06,0.0,1.0,13.26,2.5,0.0
2,1675097623000000,1675098463000000,1.0,2.49,1.0,N,230,238,1,15.6,2.5,0.5,4.42,0.0,1.0,26.52,2.5,0.0
2,1675095914000000,1675096986000000,1.0,11.8,1.0,N,132,138,1,44.3,7.5,0.5,10.66,0.0,1.0,65.21,0.0,1.25
2,1675095672000000,1675095851000000,1.0,0.93,1.0,N,186,249,1,5.8,2.5,0.5,1.5,0.0,1.0,13.8,2.5,0.0
2,1675097371000000,1675097589000000,1.0,0.53,1.0,N,170,107,1,5.1,2.5,0.5,0.0,0.0,1.0,11.6,2.5,0.0
1,1675095572000000,1675095939000000,1.0,0.8,1.0,N,236,262,3,7.2,5.0,0.5,0.0,0.0,1.0,13.7,2.5,0.0
1,1675097130000000,1675098242000000,1.0,4.8,1.0,N,170,87,1,22.6,5.0,0.5,5.8,0.0,1.0,34.9,2.5,0.0
2,1675095111000000,1675095621000000,1.0,0.88,1.0,N,237,140,1,9.3,2.5,0.5,3.16,0.0,1.0,18.96,2.5,0.0
2,1675095810000000,1675096587000000,1.0,2.49,1.0,N,140,164,1,14.9,2.5,0.5,4.28,0.0,1.0,25.68,2.5,0.0
2,1675097555000000,1675097928000000,2.0,0.93,1.0,N,237,236,1,7.9,2.5,0.5,2.16,0.0,1.0,16.56,2.5,0.0
2,1675094479000000,1675094964000000,1.0,1.23,1.0,N,238,41,1,9.3,2.5,0.5,2.0,0.0,1.0,17.8,2.5,0.0
2,1675097355000000,1675099980000000,1.0,5.74,1.0,N,50,52,1,39.4,2.5,0.5,9.18,0.0,1.0,55.08,2.5,0.0
2,1675097131000000,1675099221000000,2.0,17.76,2.0,N,132,100,1,70.0,5.0,0.5,10.0,6.55,1.0,96.8,2.5,1.25
1,1675095503000000,1675096347000000,1.0,1.8,1.0,N,237,170,1,14.2,5.0,0.5,4.1,0.0,1.0,24.8,2.5,0.0
1,1675097345000000,1675098520000000,2.0,2.8,1.0,N,161,114,1,19.1,5.0,0.5,6.4,0.0,1.0,32.0,2.5,0.0
2,1675094741000000,1675095434000000,1.0,2.37,1.0,N,161,236,1,13.5,2.5,0.5,4.0,0.0,1.0,24.0,2.5,0.0
2,1675096848000000,1675097378000000,1.0,1.19,1.0,N,161,186,1,9.3,2.5,0.5,1.0,0.0,1.0,16.8,2.5,0.0
1,1675094942000000,1675095467000000,0.0,1.0,1.0,N,230,162,1,9.3,5.0,0.5,1.0,0.0,1.0,16.8,2.5,0.0
1,1675095900000000,1675096489000000,1.0,1.5,1.0,N,43,186,1,10.7,5.0,0.5,3.4,0.0,1.0,20.6,2.5,0.0
1,1675097009000000,1675097262000000,1.0,0.5,1.0,N,164,170,1,5.8,5.0,0.5,1.7,0.0,1.0,14.0,2.5,0.0
2,1675095552000000,1675096871000000,2.0,5.72,1.0,N,65,158,1,27.5,2.5,0.5,6.8,0.0,1.0,40.8,2.5,0.0
2,1675097577000000,1675098270000000,1.0,2.8,1.0,N,246,142,1,14.9,2.5,0.5,4.28,0.0,1.0,25.68,2.5,0.0
2,1675096971000000,1675097353000000,2.0,1.04,1.0,N,137,233,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,1675095632000000,1675096186000000,3.0,1.42,1.0,N,43,161,1,10.7,2.5,0.5,5.0,0.0,1.0,22.2,2.5,0.0
2,1675096901000000,1675099161000000,2.0,4.03,1.0,N,90,263,1,32.4,2.5,0.5,7.78,0.0,1.0,46.68,2.5,0.0
1,1675096043000000,1675096893000000,0.0,1.9,1.0,N,162,142,1,12.8,5.0,0.5,3.86,0.0,1.0,23.16,2.5,0.0
1,1675097684000000,1675098026000000,0.0,1.0,1.0,N,43,236,1,7.2,5.0,0.5,2.7,0.0,1.0,16.4,2.5,0.0
2,1675095165000000,1675095710000000,2.0,1.16,1.0,N,236,141,1,10.0,2.5,0.5,3.0,0.0,1.0,19.5,2.5,0.0
2,1675096843000000,1675097457000000,1.0,0.93,1.0,N,186,170,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,1675095627000000,1675096014000000,1.0,1.3,1.0,N,141,263,2,8.6,2.5,0.5,0.0,0.0,1.0,15.1,2.5,0.0
2,1675096757000000,1675097673000000,1.0,2.71,1.0,N,140,238,1,17.0,2.5,0.5,2.5,0.0,1.0,26.0,2.5,0.0
2,1675095047000000,1675095411000000,2.0,0.81,1.0,N,137,107,1,7.2,2.5,0.5,3.0,0.0,1.0,16.7,2.5,0.0
2,1675095618000000,1675095867000000,2.0,0.96,1.0,N,107,148,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
2,1675094582000000,1675095874000000,1.0,1.71,1.0,N,170,229,1,18.4,2.5,0.5,1.0,0.0,1.0,25.9,2.5,0.0
2,1675096849000000,1675098077000000,2.0,4.98,1.0,N,170,87,1,24.0,2.5,0.5,7.62,0.0,1.0,38.12,2.5,0.0
1,1675095507000000,1675096371000000,1.0,1.6,1.0,N,43,161,1,12.1,5.0,0.5,4.65,0.0,1.0,23.25,2.5,0.0
2,1675095012000000,1675096369000000,2.0,3.27,1.0,N,144,237,1,21.9,2.5,0.5,2.0,0.0,1.0,30.4,2.5,0.0
2,1675094495000000,1675095217000000,1.0,1.52,1.0,N,237,229,1,12.8,2.5,0.5,2.9,0.0,1.0,22.2,2.5,0.0
